   ncalls,  tottime,  percall,  cumtime,  percall, filename:lineno(function)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:114(_check_capability)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1145(Manager)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:115(NamespaceErr)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1150(__init__)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1151(_initialize)
       36,    0.000,    0.000,    0.001,    0.000, __init__.py:1161(getLogger)
        1,    0.000,    0.000,    0.370,    0.370, __init__.py:117(build_environment)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:118(InvalidAccessErr)
        1,    0.000,    0.000,    0.008,    0.008, __init__.py:119(<module>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:119(PEP440Warning)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:121(ValidationErr)
       26,    0.000,    0.000,    0.000,    0.000, __init__.py:1212(_fixupParents)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1231(_gen_rcb)
        6,    0.000,    0.000,    0.000,    0.000, __init__.py:1237(_rcb)
        1,    0.000,    0.000,    0.009,    0.009, __init__.py:124(<module>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:124(UserDataHandler)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1253(Logger)
        1,    0.000,    0.000,    0.010,    0.010, __init__.py:1263(script_method)
       27,    0.000,    0.000,    0.000,    0.000, __init__.py:1268(__init__)
        3,    0.000,    0.000,    0.000,    0.000, __init__.py:1286(debug)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1298(info)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1299(OrderedDictWrapper)
        1,    0.000,    0.000,    0.026,    0.026, __init__.py:13(<module>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:13(cuFFTPlanCacheAttrContextProp)
      136,    0.000,    0.000,    0.001,    0.000, __init__.py:1317(safe_name)
      150,    0.000,    0.000,    0.006,    0.000, __init__.py:1325(safe_version)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1328(OrderedModuleDict)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1359(OrderedParameterDict)
    30074,    0.055,    0.000,    0.167,    0.000, __init__.py:1359(log)
        4,    0.000,    0.000,    0.000,    0.000, __init__.py:136(_declare_state)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1378(OrderedBufferDict)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1383(NullProvider)
       14,    0.000,    0.000,    0.000,    0.000, __init__.py:139(_check_size)
        3,    0.000,    0.000,    0.002,    0.001, __init__.py:140(_lazy_call)
      107,    0.000,    0.000,    0.002,    0.000, __init__.py:1406(_get_metadata_path)
       86,    0.000,    0.000,    0.002,    0.000, __init__.py:1409(has_metadata)
       21,    0.000,    0.000,    0.001,    0.000, __init__.py:1416(get_metadata)
       21,    0.000,    0.000,    0.001,    0.000, __init__.py:1431(get_metadata_lines)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1435(ScriptMeta)
        7,    0.000,    0.000,    0.000,    0.000, __init__.py:1439(__init__)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1456(addHandler)
        1,    0.000,    0.000,    0.001,    0.001, __init__.py:146(_GLFWgammaramp)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1482(_CachedForward)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1486(ScriptModule)
      107,    0.000,    0.000,    0.002,    0.000, __init__.py:1487(_fn)
      107,    0.000,    0.000,    0.001,    0.000, __init__.py:1493(_validate_resource_path)
        7,    0.000,    0.000,    0.034,    0.005, __init__.py:15(<module>)
       12,    0.000,    0.000,    0.000,    0.000, __init__.py:15(search_path)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:150(DeferredCudaCallError)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:151(py_object)
    30078,    0.045,    0.000,    0.045,    0.000, __init__.py:1530(getEffectiveLevel)
        2,    0.000,    0.000,    0.000,    0.000, __init__.py:154(init)
    30078,    0.062,    0.000,    0.107,    0.000, __init__.py:1544(isEnabledFor)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1576(RootLogger)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:158(_VerbosityFlag)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1582(__init__)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:159(<listcomp>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1590(EggProvider)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1590(LoggerAdapter)
       13,    0.000,    0.000,    1.144,    0.088, __init__.py:16(<module>)
        2,    0.000,    0.000,    0.000,    0.000, __init__.py:16(__init__)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:160(c_short)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:161(__init__)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1610(DefaultProvider)
       86,    0.000,    0.000,    0.001,    0.000, __init__.py:1613(_has)
       21,    0.000,    0.000,    0.000,    0.000, __init__.py:1625(_get)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1629(_register)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:164(c_ushort)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1640(EmptyProvider)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1653(__init__)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1660(ZipManifests)
      3/1,    0.000,    0.000,    0.004,    0.004, __init__.py:167(_lazy_init)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1670(_get_methods)
       71,    0.000,    0.000,    0.000,    0.000, __init__.py:1673(<lambda>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:168(c_long)
        1,    0.000,    0.000,    0.001,    0.001, __init__.py:1687(MemoizedZipManifests)
        6,    0.000,    0.000,    0.000,    0.000, __init__.py:1687(_make_fail)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:17(<module>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:17(ExportTypes)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1700(TracedModule)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1707(ZipProvider)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:171(CuDNNHandle)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:171(value)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:172(c_ulong)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1740(basicConfig)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1753(TopLevelTracedModule)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1757(_ConstModuleList)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:176(_update_logging_levels)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:176(get_supported_platform)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1793(_ConstModuleDict)
        2,    0.000,    0.000,    0.235,    0.118, __init__.py:18(<module>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:18(Node)
        1,    0.000,    0.000,    0.001,    0.001, __init__.py:180(<module>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:181(CuDNNError)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:181(c_int)
       21,    0.000,    0.000,    0.002,    0.000, __init__.py:183(dumps)
       10,    0.000,    0.000,    0.000,    0.000, __init__.py:183(environ_key)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1836(_ConstSequential)
       36,    0.000,    0.000,    0.001,    0.000, __init__.py:1838(getLogger)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:185(c_uint)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:188(TensorDescriptor)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1882(FileMetadata)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:189(c_float)
       57,    0.000,    0.000,    0.000,    0.000, __init__.py:19(__new__)
       31,    0.000,    0.000,    0.000,    0.000, __init__.py:190(_checkLevel)
        1,    0.000,    0.000,    0.002,    0.002, __init__.py:192(<module>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:192(DoubleStorage)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1924(PathMetadata)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:193(c_double)
      136,    0.000,    0.000,    0.000,    0.000, __init__.py:1944(__init__)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1949(EggMetadata)
        3,    0.000,    0.000,    0.001,    0.000, __init__.py:1955(_get_builtin_table)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:196(FloatStorage)
        2,    0.000,    0.000,    0.001,    0.000, __init__.py:1961(register_all)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:1966(NullHandler)
        4,    0.000,    0.000,    0.000,    0.000, __init__.py:1967(register_finder)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:197(_StderrthresholdFlag)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:197(c_longdouble)
       16,    0.000,    0.000,    0.000,    0.000, __init__.py:1977(find_distributions)
        3,    0.000,    0.000,    0.001,    0.000, __init__.py:1984(_find_builtin)
        2,    0.000,    0.000,    0.001,    0.000, __init__.py:2(<module>)
        2,    0.000,    0.000,    0.001,    0.001, __init__.py:20(<module>)
    21000,    0.165,    0.000,    0.671,    0.000, __init__.py:20(_make_grads)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:200(HalfStorage)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:200(__init__)
        2,    0.000,    0.000,    0.000,    0.000, __init__.py:2014(find_nothing)
       14,    0.000,    0.000,    0.034,    0.002, __init__.py:2021(_by_version_descending)
      136,    0.000,    0.000,    0.022,    0.000, __init__.py:2036(_by_version)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:204(LongStorage)
      136,    0.001,    0.000,    0.021,    0.000, __init__.py:2042(<listcomp>)
      150,    0.000,    0.000,    0.053,    0.000, __init__.py:2047(find_on_path)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:2054(_check_directly_compile_overloaded)
      952,    0.001,    0.000,    0.003,    0.000, __init__.py:2060(<genexpr>)
      150,    0.001,    0.000,    0.006,    0.000, __init__.py:2068(<genexpr>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:208(IntStorage)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:208(_GLFWcursor)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:2082(_disable_tracing)
     1074,    0.001,    0.000,    0.004,    0.000, __init__.py:2082(dist_factory)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:210(TensorDescriptorArray)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:210(value)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:2102(NoDists)
      802,    0.000,    0.000,    0.000,    0.000, __init__.py:2110(__bool__)
       14,    0.000,    0.000,    0.001,    0.000, __init__.py:2119(safe_listdir)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:212(ShortStorage)
      272,    0.001,    0.000,    0.015,    0.000, __init__.py:2140(distributions_from_metadata)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:216(CharStorage)
        1,    0.000,    0.000,    0.001,    0.001, __init__.py:216(_GLFWimage)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:218(c_ubyte)
        4,    0.000,    0.000,    0.000,    0.000, __init__.py:2189(register_namespace_handler)
       42,    0.000,    0.000,    0.000,    0.000, __init__.py:219(_acquireLock)
       37,    0.000,    0.000,    0.000,    0.000, __init__.py:22(<genexpr>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:220(ByteStorage)
       82,    0.000,    0.000,    0.006,    0.000, __init__.py:2207(_handle_ns)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:224(BoolStorage)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:225(c_byte)
      7/5,    0.000,    0.000,    0.002,    0.000, __init__.py:2276(declare_namespace)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:228(BFloat16Storage)
       42,    0.000,    0.000,    0.000,    0.000, __init__.py:228(_releaseLock)
        1,    0.000,    0.000,    0.186,    0.186, __init__.py:23(<module>)
        1,    0.000,    0.000,    0.006,    0.006, __init__.py:23(_load)
       10,    0.000,    0.000,    0.000,    0.000, __init__.py:23(find_module)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:230(c_char)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:231(cudaStatus)
       68,    0.000,    0.000,    0.005,    0.000, __init__.py:2310(fixup_namespace_packages)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:232(QUInt8Storage)
        2,    0.000,    0.000,    0.000,    0.000, __init__.py:2322(file_ns_handler)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:234(_sanity_check)
       10,    0.000,    0.000,    0.001,    0.000, __init__.py:2349(normalize_path)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:235(QInt8Storage)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:235(c_char_p)
       10,    0.000,    0.000,    0.000,    0.000, __init__.py:2355(_cygwin_patch)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:236(CudaError)
      562,    0.000,    0.000,    0.001,    0.000, __init__.py:2366(_normalize_cached)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:238(QInt32Storage)
       14,    0.000,    0.000,    0.000,    0.000, __init__.py:2389(_is_unpacked_egg)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:239(LogRecord)
        1,    0.000,    0.000,    0.002,    0.002, __init__.py:24(<module>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:240(FilterDescriptor)
       78,    0.000,    0.000,    0.000,    0.000, __init__.py:2407(yield_lines)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:241(c_void_p)
        1,    0.000,    0.000,    0.001,    0.001, __init__.py:2436(EntryPoint)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:246(c_bool)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:247(device)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:250(ResolutionError)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:251(c_wchar_p)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:256(c_wchar)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:256(manager_path)
       18,    0.000,    0.000,    0.003,    0.000, __init__.py:2568(_version_from_file)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:257(VersionConflict)
       54,    0.000,    0.000,    0.000,    0.000, __init__.py:2573(is_version_line)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:2581(Distribution)
      136,    0.000,    0.000,    0.006,    0.000, __init__.py:2585(__init__)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:259(_reset_cache)
      136,    0.001,    0.000,    0.011,    0.000, __init__.py:2598(from_location)
        1,    0.000,    0.000,    0.006,    0.006, __init__.py:26(<module>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:26(ContextProp)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:26(_QEngineProp)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:261(DropoutDescriptor)
      118,    0.000,    0.000,    0.000,    0.000, __init__.py:2615(_reload_version)
      408,    0.000,    0.000,    0.001,    0.000, __init__.py:2657(key)
        1,    0.000,    0.000,    0.001,    0.001, __init__.py:267(_GLFWgamepadstate)
        1,    0.000,    0.000,    0.008,    0.008, __init__.py:27(<module>)
        3,    0.000,    0.000,    0.000,    0.000, __init__.py:27(__init__)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:273(device_of)
      143,    0.000,    0.000,    0.004,    0.000, __init__.py:2785(_get_metadata)
       18,    0.000,    0.000,    0.003,    0.000, __init__.py:2790(_get_version)
       68,    0.000,    0.000,    0.009,    0.000, __init__.py:2796(activate)
        2,    0.000,    0.000,    0.003,    0.001, __init__.py:28(<module>)
